global_manifest_row_id,csv_file_id,csv_archive_path,row_index_within_file,frame.time,parsed_timestamp,label,binary_label,attack_type,inferred_device,inferred_protocol,frame.protocols,ip.src,ip.dst,time_bucket,row_order_bucket,is_transition_nearby,pcap_counterpart_candidate,split_eligibility_hint
12758,78,processed/iotsim-city-power-1.csv,764,"Jan 18, 2025 21:29:54.770939000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12759,78,processed/iotsim-city-power-1.csv,765,"Jan 18, 2025 21:29:54.770973000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12760,78,processed/iotsim-city-power-1.csv,766,"Jan 18, 2025 21:29:54.770981000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12761,78,processed/iotsim-city-power-1.csv,767,"Jan 18, 2025 21:29:54.775283000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12762,78,processed/iotsim-city-power-1.csv,768,"Jan 18, 2025 21:29:54.775316000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12763,78,processed/iotsim-city-power-1.csv,769,"Jan 18, 2025 21:29:54.775391000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12764,78,processed/iotsim-city-power-1.csv,770,"Jan 18, 2025 21:29:54.780201000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12765,78,processed/iotsim-city-power-1.csv,771,"Jan 18, 2025 21:29:54.812577000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12766,78,processed/iotsim-city-power-1.csv,772,"Jan 18, 2025 21:29:54.817303000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12767,78,processed/iotsim-city-power-1.csv,773,"Jan 18, 2025 21:29:54.817343000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12768,78,processed/iotsim-city-power-1.csv,774,"Jan 18, 2025 21:29:54.817423000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12769,78,processed/iotsim-city-power-1.csv,775,"Jan 18, 2025 21:29:54.822010000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12770,78,processed/iotsim-city-power-1.csv,776,"Jan 18, 2025 21:29:57.375840000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12771,78,processed/iotsim-city-power-1.csv,777,"Jan 18, 2025 21:29:57.375913000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12772,78,processed/iotsim-city-power-1.csv,778,"Jan 18, 2025 21:29:57.387609000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12773,78,processed/iotsim-city-power-1.csv,779,"Jan 18, 2025 21:29:57.749934000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12774,78,processed/iotsim-city-power-1.csv,780,"Jan 18, 2025 21:29:57.754509000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12775,78,processed/iotsim-city-power-1.csv,781,"Jan 18, 2025 21:29:57.754557000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12776,78,processed/iotsim-city-power-1.csv,782,"Jan 18, 2025 21:29:57.758787000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12777,78,processed/iotsim-city-power-1.csv,783,"Jan 18, 2025 21:29:57.772968000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12778,78,processed/iotsim-city-power-1.csv,784,"Jan 18, 2025 21:29:57.772999000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12779,78,processed/iotsim-city-power-1.csv,785,"Jan 18, 2025 21:29:57.773045000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12780,78,processed/iotsim-city-power-1.csv,786,"Jan 18, 2025 21:29:57.773073000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12781,78,processed/iotsim-city-power-1.csv,787,"Jan 18, 2025 21:29:57.777482000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12782,78,processed/iotsim-city-power-1.csv,788,"Jan 18, 2025 21:29:57.777523000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12783,78,processed/iotsim-city-power-1.csv,789,"Jan 18, 2025 21:29:57.777631000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12784,78,processed/iotsim-city-power-1.csv,790,"Jan 18, 2025 21:29:57.777948000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12785,78,processed/iotsim-city-power-1.csv,791,"Jan 18, 2025 21:29:57.781740000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12786,78,processed/iotsim-city-power-1.csv,792,"Jan 18, 2025 21:29:57.781782000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12787,78,processed/iotsim-city-power-1.csv,793,"Jan 18, 2025 21:29:57.785874000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12788,78,processed/iotsim-city-power-1.csv,794,"Jan 18, 2025 21:29:57.795725000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12789,78,processed/iotsim-city-power-1.csv,795,"Jan 18, 2025 21:29:57.799911000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12790,78,processed/iotsim-city-power-1.csv,796,"Jan 18, 2025 21:29:57.799955000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12791,78,processed/iotsim-city-power-1.csv,797,"Jan 18, 2025 21:29:57.803788000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12792,78,processed/iotsim-city-power-1.csv,798,"Jan 18, 2025 21:29:57.823821000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12793,78,processed/iotsim-city-power-1.csv,799,"Jan 18, 2025 21:29:57.823861000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12794,78,processed/iotsim-city-power-1.csv,800,"Jan 18, 2025 21:29:57.829294000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12795,78,processed/iotsim-city-power-1.csv,801,"Jan 18, 2025 21:29:57.871051000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12796,78,processed/iotsim-city-power-1.csv,802,"Jan 18, 2025 21:29:57.871077000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12797,78,processed/iotsim-city-power-1.csv,803,"Jan 18, 2025 21:29:57.871089000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12798,78,processed/iotsim-city-power-1.csv,804,"Jan 18, 2025 21:29:57.871118000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12799,78,processed/iotsim-city-power-1.csv,805,"Jan 18, 2025 21:29:57.871157000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12800,78,processed/iotsim-city-power-1.csv,806,"Jan 18, 2025 21:29:57.875144000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12801,78,processed/iotsim-city-power-1.csv,807,"Jan 18, 2025 21:29:57.875168000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12802,78,processed/iotsim-city-power-1.csv,808,"Jan 18, 2025 21:29:57.875178000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12803,78,processed/iotsim-city-power-1.csv,809,"Jan 18, 2025 21:29:57.875240000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12804,78,processed/iotsim-city-power-1.csv,810,"Jan 18, 2025 21:29:57.875251000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12805,78,processed/iotsim-city-power-1.csv,811,"Jan 18, 2025 21:29:57.879100000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12806,78,processed/iotsim-city-power-1.csv,812,"Jan 18, 2025 21:29:57.879130000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12807,78,processed/iotsim-city-power-1.csv,813,"Jan 18, 2025 21:29:57.883390000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12808,78,processed/iotsim-city-power-1.csv,814,"Jan 18, 2025 21:29:57.911601000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12809,78,processed/iotsim-city-power-1.csv,815,"Jan 18, 2025 21:29:57.917017000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12810,78,processed/iotsim-city-power-1.csv,816,"Jan 18, 2025 21:29:57.917057000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12811,78,processed/iotsim-city-power-1.csv,817,"Jan 18, 2025 21:29:57.917150000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12812,78,processed/iotsim-city-power-1.csv,818,"Jan 18, 2025 21:29:57.920635000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12813,78,processed/iotsim-city-power-1.csv,819,"Jan 18, 2025 21:29:57.920672000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.0.100,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12814,78,processed/iotsim-city-power-1.csv,820,"Jan 18, 2025 21:29:57.921601000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12815,78,processed/iotsim-city-power-1.csv,821,"Jan 18, 2025 21:29:57.924798000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12816,78,processed/iotsim-city-power-1.csv,822,"Jan 18, 2025 21:29:57.970830000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.18.18,,row_first_1k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12817,78,processed/iotsim-city-power-1.csv,1000,"Jan 18, 2025 21:30:35.391282000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,city-power,,eth:ethertype:ip:tcp,192.168.18.18,192.168.0.100,,row_1k_10k,false,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12818,78,processed/iotsim-city-power-1.csv,2779,"Jan 18, 2025 21:33:48.024068000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12819,78,processed/iotsim-city-power-1.csv,2780,"Jan 18, 2025 21:33:48.024272000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12820,78,processed/iotsim-city-power-1.csv,2781,"Jan 18, 2025 21:33:48.895200000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12821,78,processed/iotsim-city-power-1.csv,2782,"Jan 18, 2025 21:33:48.896133000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12822,78,processed/iotsim-city-power-1.csv,2783,"Jan 18, 2025 21:33:49.623725000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.20.10,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12823,78,processed/iotsim-city-power-1.csv,2784,"Jan 18, 2025 21:33:49.625952000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12824,78,processed/iotsim-city-power-1.csv,2785,"Jan 18, 2025 21:33:49.626090000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12825,78,processed/iotsim-city-power-1.csv,2786,"Jan 18, 2025 21:33:49.627421000 GMT",,TCP Scan,attack,TCP Scan,city-power,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12826,78,processed/iotsim-city-power-1.csv,2787,"Jan 18, 2025 21:33:49.627460000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.20.10,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12827,78,processed/iotsim-city-power-1.csv,2788,"Jan 18, 2025 21:33:49.631033000 GMT",,TCP Scan,attack,TCP Scan,city-power,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12828,78,processed/iotsim-city-power-1.csv,2789,"Jan 18, 2025 21:33:49.631065000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12829,78,processed/iotsim-city-power-1.csv,2790,"Jan 18, 2025 21:33:49.631188000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.20.10,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12830,78,processed/iotsim-city-power-1.csv,2791,"Jan 18, 2025 21:33:49.634522000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12831,78,processed/iotsim-city-power-1.csv,2792,"Jan 18, 2025 21:33:49.634684000 GMT",,TCP Scan,attack,TCP Scan,city-power,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.18,192.168.20.10,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12832,78,processed/iotsim-city-power-1.csv,2793,"Jan 18, 2025 21:33:49.678722000 GMT",,TCP Scan,attack,TCP Scan,city-power,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_attack
12833,78,processed/iotsim-city-power-1.csv,2796,"Jan 18, 2025 21:33:50.301412000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12834,78,processed/iotsim-city-power-1.csv,2797,"Jan 18, 2025 21:33:50.301574000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12835,78,processed/iotsim-city-power-1.csv,2798,"Jan 18, 2025 21:33:50.728543000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12836,78,processed/iotsim-city-power-1.csv,2799,"Jan 18, 2025 21:33:50.728690000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12837,78,processed/iotsim-city-power-1.csv,2800,"Jan 18, 2025 21:33:51.376843000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap,192.168.2.3,192.168.18.18,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
12838,78,processed/iotsim-city-power-1.csv,2801,"Jan 18, 2025 21:33:51.376986000 GMT",,Benign,benign,,city-power,coap,eth:ethertype:ip:udp:coap:data-text-lines,192.168.18.18,192.168.2.3,,row_1k_10k,true,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,eligible_benign
